año,mes,tavg_mean,tmin_mean,tmax_mean,prcp_sum,wspd_mean,pres_mean,dias_lluvia,dias_registro,fecha,prcp_3m,spi_3
2005,6,28.956666666666667,22.855,35.14833333333333,16.8,8.018666666666666,1012.2233333333334,3,30,2005-06-01,125.60000000000005,0.1325647342030639
2005,7,29.201612903225808,22.85322580645161,35.28709677419354,1.5,11.233548387096777,1012.4174193548388,3,31,2005-07-01,32.60000000000006,-0.5029235639653963
2005,8,29.883333333333333,23.57204301075269,35.770967741935486,60.7,10.692959770114944,1011.8156989247312,4,31,2005-08-01,79.00000000000006,0.9392375163000136
2005,9,29.593888888888888,23.36888888888889,36.04833333333333,20.6,9.334751619755142,1011.0869500372856,5,30,2005-09-01,82.80000000000007,0.9932180981819286
2005,10,27.57903225806452,22.08870967741936,33.45622269619478,120.4,7.007096774193548,1010.9167741935483,9,31,2005-10-01,201.70000000000007,0.9610667293988321
2005,11,27.515,22.711666666666662,31.815,55.1,6.208666666666667,1010.9373333333334,5,30,2005-11-01,196.10000000000005,-0.003313107281759467
2005,12,26.94483870967742,22.122258064516128,31.878101768449103,40.7,6.147096774193548,1010.5896774193548,6,31,2005-12-01,216.20000000000007,-0.1416555651061174
2006,1,27.195583390540747,22.024961612528568,32.71641749753145,118.1,6.186486486486486,1010.9416216216216,5,31,2006-01-01,213.90000000000006,0.07352677693195572
2006,2,28.798665609788326,22.906420387536837,33.06995836800292,0.0,6.405029585798816,1010.685798816568,0,28,2006-02-01,158.80000000000007,0.052459594378005944
2006,3,28.48384526223267,22.633109030520085,32.80739945386596,3.0,6.063763292475038,1010.9570570570572,1,31,2006-03-01,121.10000000000005,-0.32147918467792913
2006,4,27.535057076945225,22.4687304684736,33.07970537040904,15.0,5.988205759101919,1010.745,1,30,2006-04-01,18.000000000000057,-1.474771651772002
2006,5,28.37775695886295,22.94331336865899,33.09258034688931,2.0,7.040860215053763,1011.62688172043,1,31,2006-05-01,20.000000000000057,-1.4028616513525987
2006,6,28.32190476190476,22.55642857142857,33.33642857142857,45.2,8.018666666666666,1012.2233333333334,6,30,2006-06-01,62.20000000000006,-0.3994961485626253
2006,7,28.951612903225808,23.411290322580644,34.06228130734834,0.0,11.233548387096777,1012.4174193548388,0,31,2006-07-01,47.20000000000006,-0.2611750401949614
2006,8,29.82322580645161,23.26935483870968,35.16958525345622,3.0,10.692959770114944,1011.8156989247312,3,31,2006-08-01,48.20000000000006,0.3772212646660717
2006,9,30.128083333333333,23.06,36.058928571428574,0.3,9.334751619755142,1011.0869500372856,1,30,2006-09-01,3.3000000000000567,-1.3124231309047372
2006,10,29.16006139757357,23.66465205282744,33.992473555850566,13.2,7.007096774193548,1010.9167741935483,3,31,2006-10-01,16.500000000000057,-1.4125422218748938
2006,11,27.44093936077519,22.00109286542046,32.18957867982573,16.0,6.208666666666667,1010.9373333333334,2,30,2006-11-01,29.500000000000057,-1.376853712875338
2006,12,27.688648271694696,22.42289377813093,32.54823811583722,20.8,6.147096774193548,1010.5896774193548,2,31,2006-12-01,50.00000000000006,-1.114406292610476
2007,1,28.387453276001036,22.56697452459246,34.18796241733919,0.0,6.186486486486486,1010.9416216216216,0,31,2007-01-01,36.800000000000054,-1.1728159408766303
2007,2,28.76481047089894,23.010811518049668,33.665914269035554,2.0,6.405029585798816,1010.685798816568,1,28,2007-02-01,22.800000000000058,-1.173583665409022
2007,3,28.028629032258067,22.56814516129032,33.00006789303692,94.5,6.063763292475038,1010.9570570570572,11,31,2007-03-01,96.50000000000006,-0.5149226766721733
2007,4,27.13,22.290000000000003,32.0075,165.8,5.988205759101919,1010.745,13,30,2007-04-01,262.30000000000007,0.2947802732919734
2007,5,27.48225806451613,22.20967741935484,32.508870967741935,33.7,7.040860215053763,1011.62688172043,8,31,2007-05-01,294.00000000000006,0.49148449065663513
2007,6,27.48166666666667,22.176666666666662,32.35333333333333,8.1,8.018666666666666,1012.2233333333334,3,30,2007-06-01,207.60000000000008,0.5979791178043401
2007,7,28.85725806451613,22.716129032258067,34.69774193548388,25.1,11.233548387096777,1012.4174193548388,5,31,2007-07-01,66.90000000000006,0.004520408834179123
2007,8,28.895967741935483,22.77258064516129,34.993613639926075,6.6,10.692959770114944,1011.8156989247312,3,31,2007-08-01,39.80000000000006,0.18605742450177062
2007,9,29.98625,23.5925,34.56319082872435,0.3,9.334751619755142,1011.0869500372856,1,30,2007-09-01,32.00000000000006,-0.030697366578821557
2007,10,28.25999037620614,21.92522925222017,33.84413190224266,67.3,7.007096774193548,1010.9167741935483,5,31,2007-10-01,74.20000000000005,-0.38251043735006646
2007,11,27.12958582956718,21.888150701687348,32.07166356432826,34.0,6.208666666666667,1010.9373333333334,2,30,2007-11-01,101.60000000000007,-0.6627329649236746
2007,12,27.665680695817997,22.611411598177916,32.20642520077862,0.0,6.147096774193548,1010.5896774193548,0,31,2007-12-01,101.30000000000005,-0.7635790303002588
2008,1,27.796766186239672,22.35130569855007,32.49837901594961,8.1,6.186486486486486,1010.9416216216216,2,31,2008-01-01,42.10000000000006,-1.1032600615055423
2008,2,27.9455458710084,22.684662606160146,33.116010037368945,0.0,6.405029585798816,1010.685798816568,0,29,2008-02-01,8.100000000000056,-1.5434054265817734
2008,3,28.119352004931127,22.608474487295645,33.25677617103611,0.0,6.063763292475038,1010.9570570570572,0,31,2008-03-01,8.100000000000056,-1.5310043696557067
2008,4,27.26833224446284,22.048798717495163,33.07970537040904,73.9,5.988205759101919,1010.745,1,30,2008-04-01,73.90000000000006,-0.8892076206442978
2008,5,27.974507238792956,22.76903810475239,33.141932229201515,0.0,7.040860215053763,1011.62688172043,0,31,2008-05-01,73.90000000000006,-0.8054085490724561
2008,6,28.220662220216912,22.563941660379616,33.59305937536417,0.0,8.018666666666666,1012.2233333333334,0,30,2008-06-01,73.90000000000006,-0.28003677672280436
2008,7,28.71185986367863,22.71914045161159,34.19503299444866,0.0,11.233548387096777,1012.4174193548388,0,31,2008-07-01,0.0,-1.382994127100638
2008,8,29.60509753819724,23.283630044409907,35.13244698196759,0.0,10.692959770114944,1011.8156989247312,0,31,2008-08-01,0.0,-1.5932188180230507
2008,9,29.710151777313044,23.272415197822745,35.578077802907075,0.0,9.334751619755142,1011.0869500372856,0,30,2008-09-01,0.0,-1.5932188180230507
2008,10,28.64360083119516,22.79688674274597,34.1148925621762,0.0,7.007096774193548,1010.9167741935483,0,31,2008-10-01,0.0,-1.5932188180230507
2008,11,27.323939269573625,22.468264911993405,31.97301501644883,0.0,6.208666666666667,1010.9373333333334,0,30,2008-11-01,0.0,-1.5932188180230507
2008,12,27.68226528566773,22.425467806239794,32.34361657496249,0.0,6.147096774193548,1010.5896774193548,0,31,2008-12-01,0.0,-1.382994127100638
2009,1,28.250514184460528,22.49119055361982,33.344124915739656,0.0,6.186486486486486,1010.9416216216216,0,31,2009-01-01,0.0,-1.9145058250555573
2009,2,28.462637074073147,22.66865973992025,33.68739858192333,0.0,6.405029585798816,1010.685798816568,0,28,2009-02-01,0.0,-1.9145058250555573
2009,3,27.954045204259987,22.6485657348525,33.25677617103611,0.0,6.063763292475038,1010.9570570570572,0,31,2009-03-01,0.0,-1.6067550689692431
2009,4,27.91053237765258,22.61826882064582,33.07970537040904,0.0,5.988205759101919,1010.745,0,30,2009-04-01,0.0,-1.6067550689692431
2009,5,27.974507238792956,22.76903810475239,33.141932229201515,0.0,7.040860215053763,1011.62688172043,0,31,2009-05-01,0.0,-1.6067550689692431
2009,6,28.220662220216912,22.563941660379616,33.59305937536417,0.0,8.018666666666666,1012.2233333333334,0,30,2009-06-01,0.0,-1.9145058250555573
2009,7,28.71185986367863,22.71914045161159,34.19503299444866,0.0,11.233548387096777,1012.4174193548388,0,31,2009-07-01,0.0,-1.382994127100638
2009,8,29.60509753819724,23.283630044409907,35.13244698196759,0.0,10.692959770114944,1011.8156989247312,0,31,2009-08-01,0.0,-1.5932188180230507
2009,9,29.710151777313044,23.272415197822745,35.578077802907075,0.0,9.334751619755142,1011.0869500372856,0,30,2009-09-01,0.0,-1.5932188180230507
2009,10,28.64360083119516,22.79688674274597,34.1148925621762,0.0,7.007096774193548,1010.9167741935483,0,31,2009-10-01,0.0,-1.5932188180230507
2009,11,27.323939269573625,22.468264911993405,31.97301501644883,0.0,6.208666666666667,1010.9373333333334,0,30,2009-11-01,0.0,-1.5932188180230507
2009,12,27.7710783225386,22.464938663700455,32.34361657496249,0.0,6.147096774193548,1010.5896774193548,0,31,2009-12-01,0.0,-1.382994127100638
2010,1,30.23064516129032,23.024193548387096,35.946774193548386,6.9,6.186486486486486,1010.9416216216216,4,31,2010-01-01,6.900000000000057,-1.7304225864365224
2010,2,30.83392857142857,24.21607142857143,37.85714285714285,24.0,6.405029585798816,1010.685798816568,7,28,2010-02-01,30.900000000000055,-1.0308425536232457
2010,3,29.530645161290323,23.85483870967742,36.230645161290326,84.80000000000001,6.063763292475038,1010.9570570570572,7,31,2010-03-01,115.70000000000007,-0.3618485351918406
2010,4,28.46333333333333,23.01833333333333,34.94166666666667,226.9,5.988205759101919,1010.745,14,30,2010-04-01,335.70000000000005,0.6063028944450627
2010,5,28.41290322580645,23.23064516129032,33.479032258064514,272.5,7.040860215053763,1011.62688172043,12,31,2010-05-01,584.2,1.4518045811830924
2010,6,27.236666666666668,22.016666666666666,33.615,14.0,8.018666666666666,1012.2233333333334,10,30,2010-06-01,513.4000000000001,1.6861736237778633
2010,7,27.330645161290324,21.906451612903226,32.98774193548387,71.3,11.233548387096777,1012.4174193548388,13,31,2010-07-01,357.80000000000007,1.9527872473721863
2010,8,29.12741935483871,22.738709677419354,34.744516129032256,4.8,10.692959770114944,1011.8156989247312,4,31,2010-08-01,90.10000000000005,1.1075525747873058
2010,9,28.121666666666663,22.086666666666662,34.98166666666667,63.9,9.334751619755142,1011.0869500372856,7,30,2010-09-01,140.00000000000006,1.7417867819924662
2010,10,27.686559139784944,22.173655913978493,33.55,124.9,7.007096774193548,1010.9167741935483,10,31,2010-10-01,193.60000000000008,0.8948442447078623
2010,11,26.23611111111111,21.86055555555556,31.173333333333336,276.6,6.208666666666667,1010.9373333333334,17,30,2010-11-01,465.4000000000001,1.1835458708272375
2010,12,26.247849462365597,21.9,31.70483870967742,147.7,6.147096774193548,1010.5896774193548,11,31,2010-12-01,549.2,0.9978369702782599
2011,1,28.25967741935484,22.288709677419355,33.58870967741935,22.8,6.186486486486486,1010.9416216216216,4,31,2011-01-01,447.10000000000014,0.8696563081062421
2011,2,27.03392857142857,22.275,32.285714285714285,113.9,6.405029585798816,1010.685798816568,11,28,2011-02-01,284.4000000000001,0.6054350038141285
2011,3,26.55161290322581,21.740322580645163,32.78064516129032,179.6,6.063763292475038,1010.9570570570572,13,31,2011-03-01,316.3000000000001,0.7211001481899777
2011,4,26.545,21.76833333333333,33.18666666666666,298.6,5.988205759101919,1010.745,18,30,2011-04-01,592.1000000000001,1.446052844148289
2011,5,26.99516129032258,22.348387096774196,33.0010752688172,195.0,7.040860215053763,1011.62688172043,9,31,2011-05-01,673.2000000000002,1.6842774794680677
2011,6,27.64333333333333,21.811666666666667,33.25958346066029,23.8,8.018666666666666,1012.2233333333334,7,30,2011-06-01,517.4000000000001,1.6972491313016016
2011,7,27.888709677419357,22.041935483870965,33.58145161290323,51.4,11.233548387096777,1012.4174193548388,7,31,2011-07-01,270.2000000000001,1.5290004933742214
2011,8,29.39032258064516,22.490322580645163,35.69740909328405,0.0,10.692959770114944,1011.8156989247312,0,31,2011-08-01,75.20000000000012,0.8782962124931539
2011,9,29.335,22.085,35.8,62.99999999999999,9.334751619755142,1011.0869500372856,5,30,2011-09-01,114.40000000000012,1.4354238833191348
2011,10,27.73763440860215,22.551075268817204,33.30806451612903,62.5,7.007096774193548,1010.9167741935483,11,31,2011-10-01,125.50000000000011,0.25568953162644664
2011,11,26.61777777777778,22.052222222222223,32.175,296.8,6.208666666666667,1010.9373333333334,14,30,2011-11-01,422.3000000000001,1.0293236585507477
2011,12,26.929032258064517,22.137096774193548,31.633485839335705,236.1,6.147096774193548,1010.5896774193548,13,31,2011-12-01,595.4000000000001,1.1186327072015219
2012,1,27.443548387096776,22.243548387096773,32.89677419354839,95.3,6.186486486486486,1010.9416216216216,11,31,2012-01-01,628.2000000000002,1.3159241665699675
2012,2,28.29137931034483,22.344827586206897,33.04597701149425,23.7,6.405029585798816,1010.685798816568,9,29,2012-02-01,355.1000000000001,0.848103155250418
2012,3,28.05806451612903,22.529032258064515,33.723118279569896,71.7,6.063763292475038,1010.9570570570572,7,31,2012-03-01,190.7000000000001,0.12357332255494746
2012,4,27.26,21.861666666666668,32.42666666666666,200.9,5.988205759101919,1010.745,14,30,2012-04-01,296.3000000000001,0.44497279733291567
2012,5,28.596774193548388,22.675806451612903,33.93387096774194,19.1,7.040860215053763,1011.62688172043,6,31,2012-05-01,291.70000000000016,0.48190246779234697
2012,6,29.50333333333333,23.105,34.90333333333333,8.6,8.018666666666666,1012.2233333333334,6,30,2012-06-01,228.6000000000001,0.697041123228981
2012,7,29.09354838709677,23.13387096774193,34.64354838709678,33.300000000000004,11.233548387096777,1012.4174193548388,5,31,2012-07-01,61.00000000000012,-0.06956588250758186
2012,8,29.625806451612902,23.47258064516129,35.38225806451613,6.3,10.692959770114944,1011.8156989247312,4,31,2012-08-01,48.20000000000012,0.3772212646660726
2012,9,30.10333333333333,23.453333333333333,35.65,11.2,9.334751619755142,1011.0869500372856,3,30,2012-09-01,50.80000000000012,0.42130375707690926
2012,10,28.34354838709677,22.66290322580645,33.65053763440861,113.5,7.007096774193548,1010.9167741935483,8,31,2012-10-01,131.0000000000001,0.3141793949847564
2012,11,27.1,22.56833333333333,32.50611111111111,224.2,6.208666666666667,1010.9373333333334,16,30,2012-11-01,348.9000000000001,0.7427726654094097
2012,12,27.203225806451613,22.18387096774193,31.97741935483871,144.6,6.147096774193548,1010.5896774193548,17,31,2012-12-01,482.30000000000007,0.8116161479860942
2013,1,28.79032258064516,22.40322580645161,34.020967741935486,48.0,6.186486486486486,1010.9416216216216,3,31,2013-01-01,416.80000000000007,0.7844433094900135
2013,2,27.414285714285715,22.480357142857144,32.40714285714286,108.6,6.405029585798816,1010.685798816568,13,28,2013-02-01,301.2000000000001,0.6662991694321239
2013,3,28.10483870967742,22.69032258064516,34.09193548387096,27.5,5.020536595712366,1010.9570570570572,7,31,2013-03-01,184.1000000000001,0.08613746755412961
2013,4,29.375,22.90833333333333,34.105,97.1,5.988205759101919,1010.745,3,30,2013-04-01,233.2000000000001,0.15644180496550308
2013,5,27.59032258064516,22.574193548387097,32.92863497356325,133.8,7.040860215053763,1011.62688172043,14,31,2013-05-01,258.4000000000001,0.3376061259738678
2013,6,28.938333333333333,22.85666666666667,34.10583333333333,5.5,8.018666666666666,1012.2233333333334,4,30,2013-06-01,236.40000000000012,0.7323520865656055
2013,7,28.488709677419354,22.693548387096776,34.16516129032258,9.0,11.233548387096777,1012.4174193548388,8,31,2013-07-01,148.30000000000013,0.7699815431125208
2013,8,29.070967741935487,23.425,34.13354838709678,12.4,10.692959770114944,1011.8156989247312,3,31,2013-08-01,26.900000000000112,-0.16464864189425002
2013,9,29.766666666666666,23.2975,35.791333333333334,1.0,9.334751619755142,1011.0869500372856,1,30,2013-09-01,22.400000000000112,-0.3291027819892949
2013,10,29.34032258064516,23.18548387096774,34.980645161290326,22.6,7.007096774193548,1010.9167741935483,4,31,2013-10-01,36.000000000000114,-1.028000775044176
2013,11,26.9,22.37,30.669179779970957,144.2,6.208666666666667,1010.9373333333334,14,30,2013-11-01,167.8000000000001,-0.17730302772131543
2013,12,27.280645161290323,22.44677419354839,32.19919354838709,75.6,6.147096774193548,1010.5896774193548,10,31,2013-12-01,242.4000000000001,-0.025022129010741502
2014,1,28.54032258064516,22.65322580645161,34.17822580645161,40.4,6.186486486486486,1010.9416216216216,5,31,2014-01-01,260.2000000000001,0.26523309862160227
2014,2,28.86785714285714,22.985714285714288,33.94732142857143,22.200000000000003,6.405029585798816,1010.685798816568,5,28,2014-02-01,138.2000000000001,-0.06386274009758647
2014,3,28.0417075513919,22.562319324780187,32.76340829116828,34.3,6.063763292475038,1010.9570570570572,8,31,2014-03-01,96.90000000000012,-0.5115655689912252
2014,4,29.438333333333333,23.126666666666665,34.33833333333334,7.5,5.988205759101919,1010.745,5,30,2014-04-01,64.00000000000011,-0.9828141366989545
2014,5,28.35,22.740322580645163,33.71048387096774,63.6,7.040860215053763,1011.62688172043,8,31,2014-05-01,105.40000000000012,-0.540998233605042
2014,6,28.86,22.94333333333333,34.20916666666666,23.3,8.018666666666666,1012.2233333333334,9,30,2014-06-01,94.40000000000012,-0.09849682647479759
2014,7,30.2241935483871,23.85,35.082258064516125,2.0,11.233548387096777,1012.4174193548388,1,31,2014-07-01,88.90000000000012,0.25073452250644596
2014,8,29.5,23.411290322580644,34.861427669275685,0.8,10.692959770114944,1011.8156989247312,1,31,2014-08-01,26.100000000000115,-0.18957663591613266
2014,9,30.526666666666667,23.61833333333333,36.33416666666667,29.3,9.334751619755142,1011.0869500372856,4,30,2014-09-01,32.100000000000115,-0.02790257885987043
2014,10,29.448387096774194,23.146774193548385,34.541788648959084,198.9,7.007096774193548,1010.9167741935483,9,31,2014-10-01,229.0000000000001,1.172999278867286
2014,11,27.933888888888887,22.550555555555555,33.00555555555555,77.5,6.208666666666667,1010.9373333333334,13,30,2014-11-01,305.7000000000001,0.5564587645131196
2014,12,28.19462365591398,22.431720430107525,32.76359336621743,158.29999999999998,6.147096774193548,1010.5896774193548,11,31,2014-12-01,434.70000000000005,0.6695149027616308
2015,1,28.59336917562724,22.54175627240144,34.04967741935484,11.2,6.186486486486486,1010.9416216216216,3,31,2015-01-01,247.00000000000009,0.21301472009694722
2015,2,29.1200941812169,23.44173784785429,33.80781468183696,91.2,6.405029585798816,1010.685798816568,7,28,2015-02-01,260.7000000000001,0.5155222840121937
2015,3,28.63225806451613,23.508064516129032,33.61532258064516,69.0,6.063763292475038,1010.9570570570572,9,31,2015-03-01,171.40000000000012,0.011719867010295893
2015,4,29.206666666666667,23.78,34.21583333333333,0.6,5.988205759101919,1010.745,2,30,2015-04-01,160.80000000000013,-0.24088158318007846
2015,5,29.703225806451613,23.84354838709677,35.50483870967742,10.4,7.040860215053763,1011.62688172043,6,31,2015-05-01,80.00000000000011,-0.7502619042171519
2015,6,29.473333333333336,23.81833333333333,34.05365753473436,2.6,8.018666666666666,1012.2233333333334,5,30,2015-06-01,13.600000000000113,-1.2082218507516105
2015,7,30.30322580645161,23.988709677419354,35.529803931720565,8.399999999999999,11.233548387096777,1012.4174193548388,4,31,2015-07-01,21.400000000000112,-0.7314866996221397
2015,8,30.700000000000003,24.93548387096774,35.584926686217,4.5,13.358565072302556,1011.8156989247312,4,31,2015-08-01,15.500000000000112,-0.5763871708647188
2015,9,31.84611111111111,25.47111111111111,37.33988570236863,1.0,10.16267638519752,1011.0869500372856,1,30,2015-09-01,13.900000000000112,-0.6672843878111864
2015,10,31.06021505376344,24.54247311827957,36.5381636623889,18.5,7.007096774193548,1010.9167741935483,6,31,2015-10-01,24.000000000000114,-1.267048639714707
2015,11,29.40666666666667,23.385,31.97301501644883,75.9,6.208666666666667,1010.9373333333334,5,30,2015-11-01,95.40000000000012,-0.7156991408312143
2015,12,30.93548387096774,24.15967741935484,32.34361657496249,0.5,6.147096774193548,1010.5896774193548,1,31,2015-12-01,94.90000000000012,-0.8050039444557235
2016,1,31.15322580645161,24.51129032258065,33.344124915739656,13.9,6.186486486486486,1010.9416216216216,2,31,2016-01-01,90.30000000000013,-0.6329324508565172
2016,2,31.28965517241379,25.07413793103448,35.0172743757284,1.1,6.405029585798816,1010.685798816568,3,29,2016-02-01,15.500000000000114,-1.3319728845472898
2016,3,29.67096774193548,24.483870967741936,33.38465357954197,46.1,6.063763292475038,1010.9570570570572,9,31,2016-03-01,61.100000000000115,-0.8485534475226821
2016,4,29.11833333333333,23.58,33.49637877780098,21.7,5.988205759101919,1010.745,7,30,2016-04-01,68.90000000000012,-0.9358271424176893
2016,5,28.82903225806452,23.708064516129035,33.1863081413789,12.2,7.040860215053763,1011.62688172043,3,31,2016-05-01,80.00000000000011,-0.7502619042171519
2016,6,28.96833333333333,23.12333333333333,33.9772290491801,18.0,8.018666666666666,1012.2233333333334,6,30,2016-06-01,51.90000000000011,-0.5180766502687143
2016,7,29.27258064516129,22.96935483870968,33.71591778000037,9.0,11.233548387096777,1012.4174193548388,5,31,2016-07-01,39.20000000000012,-0.3874516918278692
2016,8,30.57177419354839,23.958870967741937,35.293604051753874,6.699999999999999,10.692959770114944,1011.8156989247312,4,31,2016-08-01,33.70000000000012,0.030764224296641718
2016,9,30.1545,23.26683333333333,35.578077802907075,67.6,9.334751619755142,1011.0869500372856,6,30,2016-09-01,83.30000000000011,1.0009543761076736
2016,10,29.53354838709677,23.424838709677417,34.39706831772123,65.3,7.007096774193548,1010.9167741935483,7,31,2016-10-01,139.6000000000001,0.40274310555191767
2016,11,28.03166666666667,22.945,32.603089290388546,46.0,6.208666666666667,1010.9373333333334,13,30,2016-11-01,178.90000000000012,-0.10715370104397237
2016,12,27.59193548387097,22.45483870967742,32.46959205781264,74.9,6.147096774193548,1010.5896774193548,9,31,2016-12-01,186.2000000000001,-0.2848588181181148
2017,1,27.374193548387098,22.59193548387097,33.522577325388376,71.8,6.186486486486486,1010.9416216216216,7,31,2017-01-01,192.7000000000001,-0.023412279639998066
2017,2,28.65,22.65714285714285,33.68739858192333,50.6,6.405029585798816,1010.685798816568,6,28,2017-02-01,197.30000000000013,0.24550640680882715
2017,3,27.520967741935483,22.146774193548385,33.25677617103611,146.70000000000002,6.063763292475038,1010.9570570570572,9,31,2017-03-01,269.10000000000014,0.5175542022540695
2017,4,28.25222222222222,23.01888888888889,33.229041621515094,163.3,5.724106980380096,1010.745,7,30,2017-04-01,360.60000000000014,0.7023166624192569
2017,5,28.41559139784946,22.755913978494625,33.141932229201515,194.6,7.040860215053763,1011.62688172043,7,31,2017-05-01,504.60000000000014,1.2249557025713385
2017,6,28.26333333333333,22.96833333333333,33.59305937536417,40.1,8.018666666666666,1012.2233333333334,10,30,2017-06-01,398.0000000000001,1.3411414177412684
2017,7,29.43387096774193,23.606451612903225,34.19503299444866,5.9,11.233548387096777,1012.4174193548388,5,31,2017-07-01,240.6000000000001,1.3676185892060215
2017,8,30.095161290322583,23.187096774193545,34.732162609844345,13.0,10.692959770114944,1011.8156989247312,5,31,2017-08-01,59.000000000000114,0.5945514336216103
2017,9,30.696666666666665,23.941666666666663,35.139537409595555,3.3,9.334751619755142,1011.0869500372856,2,30,2017-09-01,22.200000000000113,-0.33608541489659516
2017,10,29.148387096774197,23.298387096774192,34.1148925621762,124.2,7.007096774193548,1010.9167741935483,7,31,2017-10-01,140.5000000000001,0.4118187233033841
2017,11,27.776666666666664,22.66333333333333,31.25845537742428,35.6,6.208666666666667,1010.9373333333334,7,30,2017-11-01,163.1000000000001,-0.20781429994764017
2017,12,28.02258064516129,22.60322580645161,32.34361657496249,119.5,6.147096774193548,1010.5896774193548,12,31,2017-12-01,279.30000000000007,0.12800250633214297
2018,1,27.529032258064515,21.996774193548383,33.344124915739656,69.4,6.186486486486486,1010.9416216216216,4,31,2018-01-01,224.5000000000001,0.11964371951860917
2018,2,28.02857142857143,22.74642857142857,33.68739858192333,39.1,6.405029585798816,1010.685798816568,4,28,2018-02-01,228.0000000000001,0.3823558890379141
2018,3,28.73225806451613,22.69032258064516,33.25677617103611,48.3,6.063763292475038,1010.9570570570572,10,31,2018-03-01,156.80000000000013,-0.0781124990270741
2018,4,27.35833333333333,22.241666666666667,33.07970537040904,22.6,5.988205759101919,1010.745,8,30,2018-04-01,110.00000000000011,-0.5876106120619405
2018,5,27.820967741935487,22.616129032258065,33.141932229201515,21.2,7.040860215053763,1011.62688172043,9,31,2018-05-01,92.10000000000012,-0.6467862685164631
2018,6,28.50333333333333,22.495,33.59305937536417,12.7,8.018666666666666,1012.2233333333334,4,30,2018-06-01,56.500000000000114,-0.46330414545632864
2018,7,29.39032258064516,22.84193548387097,34.19503299444866,22.0,11.233548387096777,1012.4174193548388,5,31,2018-07-01,55.90000000000011,-0.13710000865163768
2018,8,29.97741935483871,23.361290322580647,35.3524045630587,0.5,10.692959770114944,1011.8156989247312,1,31,2018-08-01,35.20000000000012,0.07048012329631141
2018,9,30.285,23.508333333333333,35.424753187167816,57.1,9.334751619755142,1011.0869500372856,5,30,2018-09-01,79.60000000000011,0.9430134945275273
2018,10,28.532258064516128,23.19193548387097,33.568511129188074,103.4,7.007096774193548,1010.9167741935483,14,31,2018-10-01,161.0000000000001,0.6096586316457834
2018,11,28.6,23.446666666666665,32.188412013159066,142.6,6.208666666666667,1010.9373333333334,10,30,2018-11-01,303.10000000000014,0.5447446887999191
2018,12,29.106451612903225,22.36290322580645,33.88225806451613,0.3,6.147096774193548,1010.5896774193548,1,31,2018-12-01,246.30000000000013,-0.008260738542360212
2019,1,29.279032258064515,22.96451612903226,33.796129032258065,25.7,6.186486486486486,1010.9416216216216,8,31,2019-01-01,168.6000000000001,-0.14255124483747525
2019,2,29.373214285714287,23.38214285714286,34.98871128523356,8.0,6.405029585798816,1010.685798816568,4,28,2019-02-01,34.000000000000114,-0.9825748267033972
2019,3,29.032258064516128,23.24516129032258,34.84896410587572,5.6,6.063763292475038,1010.9570570570572,6,31,2019-03-01,39.30000000000012,-1.1017072246944029
2019,4,28.168333333333337,22.616666666666667,33.53228647530993,78.1,5.988205759101919,1010.745,13,30,2019-04-01,91.7000000000001,-0.733359541050755
2019,5,28.43548387096774,23.020967741935483,33.673021789531724,62.1,7.040860215053763,1011.62688172043,7,31,2019-05-01,145.8000000000001,-0.25922424613110323
2019,6,28.465,23.188333333333333,33.70810197917881,45.9,8.018666666666666,1012.2233333333334,5,30,2019-06-01,186.1000000000001,0.48964940060814416
2019,7,29.6,23.375806451612902,35.08709677419355,1.3,11.233548387096777,1012.4174193548388,3,31,2019-07-01,109.30000000000011,0.44786934271266704
2019,8,30.33870967741936,24.448387096774194,35.72741935483871,1.6,10.692959770114944,1011.8156989247312,4,31,2019-08-01,48.80000000000011,0.3900500458414611
2019,9,31.03833333333333,23.99,36.655,31.1,9.334751619755142,1011.0869500372856,5,30,2019-09-01,34.000000000000114,0.02420248627103287
2019,10,28.638709677419357,22.753225806451614,33.89861058004823,11.1,7.007096774193548,1010.9167741935483,6,31,2019-10-01,43.80000000000012,-0.8802614449310194
2019,11,28.461666666666662,23.255,32.252698241385005,80.4,6.208666666666667,1010.9373333333334,6,30,2019-11-01,122.60000000000012,-0.4941494584250422
2019,12,28.36290322580645,23.056451612903224,33.398387096774194,123.2,6.147096774193548,1010.5896774193548,12,31,2019-12-01,214.7000000000001,-0.14855815425315275
2020,1,29.75,23.89354838709677,34.56935483870968,14.2,6.186486486486486,1010.9416216216216,5,31,2020-01-01,217.80000000000013,0.09066470145878462
2020,2,30.99827586206897,23.474137931034484,37.032758620689656,139.7,6.405029585798816,1010.685798816568,6,29,2020-02-01,277.10000000000014,0.578270511978366
2020,3,29.07903225806452,23.293548387096774,34.66711265959789,20.6,6.063763292475038,1010.9570570570572,8,31,2020-03-01,174.5000000000001,0.030187679569957722
2020,4,29.98,23.348333333333336,33.07970537040904,16.0,5.988205759101919,1010.745,9,30,2020-04-01,176.3000000000001,-0.14799702185033864
2020,5,29.28548387096774,23.361290322580647,33.141932229201515,66.0,7.040860215053763,1011.62688172043,12,31,2020-05-01,102.60000000000011,-0.5626403132193546
2020,6,28.35333333333333,22.64333333333333,33.59305937536417,54.3,8.018666666666666,1012.2233333333334,11,30,2020-06-01,136.30000000000013,0.20289391541175666
