año,mes,tavg_mean,tmin_mean,tmax_mean,prcp_sum,wspd_mean,pres_mean,dias_lluvia,dias_registro
2016,10,29.533548387096772,23.424838709677417,34.39706831772123,65.3,7.007096774193548,1010.9167741935485,7,31
2016,11,28.03166666666667,22.945,32.603089290388546,46.0,6.208666666666667,1010.9373333333334,13,30
2016,12,27.59193548387097,22.45483870967742,32.46959205781264,74.9,6.147096774193548,1010.5896774193548,9,31
2017,1,27.374193548387098,22.59193548387097,33.522577325388376,71.8,6.186486486486486,1010.9416216216217,7,31
2017,2,28.650000000000002,22.657142857142855,33.68739858192333,50.6,6.405029585798816,1010.6857988165679,6,28
2017,3,27.520967741935483,22.146774193548385,33.25677617103611,146.70000000000002,6.063763292475038,1010.9570570570571,9,31
2017,4,28.25222222222222,23.018888888888892,33.229041621515094,163.3,5.724106980380096,1010.745,7,30
2017,5,28.41559139784946,22.755913978494622,33.141932229201515,194.6,7.040860215053763,1011.6268817204301,7,31
2017,6,28.263333333333332,22.96833333333333,33.59305937536417,40.1,8.018666666666666,1012.2233333333334,10,30
2017,7,29.433870967741935,23.606451612903225,34.19503299444866,5.8999999999999995,11.233548387096775,1012.4174193548388,5,31
2017,8,30.095161290322583,23.187096774193545,34.732162609844345,13.0,10.692959770114943,1011.8156989247311,5,31
2017,9,30.696666666666665,23.941666666666666,35.139537409595555,3.3,9.334751619755142,1011.0869500372856,2,30
2017,10,29.148387096774194,23.298387096774192,34.1148925621762,124.19999999999999,7.007096774193548,1010.9167741935485,7,31
2017,11,27.776666666666664,22.663333333333334,31.25845537742428,35.6,6.208666666666667,1010.9373333333334,7,30
2017,12,28.02258064516129,22.603225806451615,32.34361657496249,119.5,6.147096774193548,1010.5896774193548,12,31
2018,1,27.529032258064515,21.996774193548386,33.344124915739656,69.4,6.186486486486486,1010.9416216216217,4,31
2018,2,28.02857142857143,22.74642857142857,33.68739858192333,39.1,6.405029585798816,1010.6857988165679,4,28
2018,3,28.73225806451613,22.690322580645162,33.25677617103611,48.3,6.063763292475038,1010.9570570570571,10,31
2018,4,27.358333333333334,22.241666666666667,33.07970537040904,22.599999999999998,5.988205759101919,1010.745,8,30
2018,5,27.820967741935487,22.616129032258065,33.141932229201515,21.2,7.040860215053763,1011.6268817204301,9,31
2018,6,28.503333333333334,22.495,33.59305937536417,12.700000000000001,8.018666666666666,1012.2233333333334,4,30
2018,7,29.39032258064516,22.84193548387097,34.19503299444866,22.0,11.233548387096775,1012.4174193548388,5,31
2018,8,29.97741935483871,23.361290322580647,35.3524045630587,0.5,10.692959770114943,1011.8156989247311,1,31
2018,9,30.285,23.508333333333333,35.424753187167816,57.1,9.334751619755142,1011.0869500372856,5,30
2018,10,28.532258064516128,23.19193548387097,33.568511129188074,103.4,7.007096774193548,1010.9167741935485,14,31
2018,11,28.6,23.446666666666665,32.188412013159066,142.6,6.208666666666667,1010.9373333333334,10,30
2018,12,29.106451612903225,22.362903225806452,33.88225806451613,0.3,6.147096774193548,1010.5896774193548,1,31
2019,1,29.279032258064515,22.96451612903226,33.796129032258065,25.7,6.186486486486486,1010.9416216216217,8,31
2019,2,29.373214285714287,23.38214285714286,34.98871128523356,8.0,6.405029585798816,1010.6857988165679,4,28
2019,3,29.032258064516128,23.24516129032258,34.848964105875716,5.6,6.063763292475038,1010.9570570570571,6,31
2019,4,28.168333333333337,22.616666666666667,33.53228647530993,78.1,5.988205759101919,1010.745,13,30
2019,5,28.43548387096774,23.020967741935483,33.673021789531724,62.1,7.040860215053763,1011.6268817204301,7,31
2019,6,28.465,23.188333333333333,33.70810197917881,45.9,8.018666666666666,1012.2233333333334,5,30
2019,7,29.6,23.375806451612902,35.08709677419355,1.3,11.233548387096775,1012.4174193548388,3,31
2019,8,30.338709677419356,24.448387096774194,35.72741935483871,1.6,10.692959770114943,1011.8156989247311,4,31
2019,9,31.038333333333334,23.990000000000002,36.655,31.099999999999998,9.334751619755142,1011.0869500372856,5,30
2019,10,28.638709677419353,22.753225806451614,33.89861058004823,11.1,7.007096774193548,1010.9167741935485,6,31
2019,11,28.461666666666666,23.255,32.252698241385005,80.4,6.208666666666667,1010.9373333333334,6,30
2019,12,28.362903225806452,23.056451612903224,33.398387096774194,123.2,6.147096774193548,1010.5896774193548,12,31
2020,1,29.75,23.893548387096775,34.56935483870968,14.2,6.186486486486486,1010.9416216216217,5,31
2020,2,30.99827586206897,23.474137931034484,37.032758620689656,139.7,6.405029585798816,1010.685798816568,6,29
2020,3,29.07903225806452,23.293548387096774,34.66711265959789,20.6,6.063763292475038,1010.9570570570571,8,31
2020,4,29.98,23.348333333333336,33.07970537040904,16.0,5.988205759101919,1010.745,9,30
2020,5,29.28548387096774,23.361290322580647,33.141932229201515,66.0,7.040860215053763,1011.6268817204301,12,31
2020,6,28.353333333333335,22.64333333333333,33.59305937536417,54.3,8.018666666666666,1012.2233333333334,11,30
2020,7,28.953225806451613,22.54032258064516,34.39383341275471,53.800000000000004,11.233548387096775,1012.4174193548388,11,31
2020,8,30.248387096774195,23.174193548387095,34.96482980493798,4.8,10.692959770114943,1011.8156989247311,5,31
2020,9,29.988491228070174,22.798298245614035,36.992888679400394,54.4,9.334751619755142,1011.0869500372856,9,30
2020,10,29.040900500539387,22.69979830696831,34.1148925621762,0.0,7.007096774193548,1010.9167741935485,0,31
2020,11,27.323939269573625,22.468264911993405,31.97301501644883,0.0,6.208666666666667,1010.9373333333334,0,30
2020,12,27.682265285667732,22.425467806239794,32.34361657496249,0.0,6.147096774193548,1010.5896774193548,0,31
2021,1,27.779048844660018,22.86745775979419,32.86271370695935,80.8,5.015693112467306,1009.1303748910201,15,31
2021,2,27.542857142857144,23.075,32.92857142857143,161.29999999999998,5.5249999999999995,1009.2892857142857,22,28
2021,3,25.138709677419353,21.612903225806452,29.780645161290323,225.8,4.548387096774194,1010.4774193548387,27,31
