fecha,tavg,tmin,tmax,prcp,wspd,pres,año,mes,año_mes
1994-04-05,28.5,23.0,31.73333333333333,3.0,5.988205759101919,1010.745,1994,4,1994-04
1994-04-06,28.26,23.2,32.06666666666666,0.0,5.988205759101919,1010.745,1994,4,1994-04
1994-04-07,28.02,23.4,32.4,0.0,5.988205759101919,1010.745,1994,4,1994-04
1994-04-08,27.78,23.6,32.733333333333334,0.0,5.988205759101919,1010.745,1994,4,1994-04
1994-04-09,27.54,23.8,33.06666666666666,0.0,5.988205759101919,1010.745,1994,4,1994-04
1994-04-10,27.3,24.0,33.4,0.0,5.988205759101919,1010.745,1994,4,1994-04
1994-04-11,27.266666666666666,23.366666666666667,33.0,0.0,5.988205759101919,1010.745,1994,4,1994-04
1994-04-12,27.233333333333334,22.733333333333334,32.6,0.0,5.988205759101919,1010.745,1994,4,1994-04
1994-04-13,27.2,22.1,32.2,1.0,5.988205759101919,1010.745,1994,4,1994-04
1994-04-14,28.7,23.0,31.8,0.0,5.988205759101919,1010.745,1994,4,1994-04
1994-04-15,28.2,19.2,31.4,1.0,5.988205759101919,1010.745,1994,4,1994-04
1994-04-16,27.7,22.0,31.0,0.0,5.988205759101919,1010.745,1994,4,1994-04
1994-04-17,27.03333333333333,22.466666666666665,30.6,0.0,5.988205759101919,1010.745,1994,4,1994-04
1994-04-18,26.366666666666667,22.933333333333334,33.07970537040904,0.0,5.988205759101919,1010.745,1994,4,1994-04
1994-04-19,25.7,23.4,29.8,1.0,5.988205759101919,1010.745,1994,4,1994-04
1994-04-20,26.433333333333334,22.9,31.133333333333333,0.0,5.988205759101919,1010.745,1994,4,1994-04
1994-04-21,27.166666666666664,22.4,32.46666666666667,0.0,5.988205759101919,1010.745,1994,4,1994-04
1994-04-22,27.9,21.9,33.8,0.0,5.988205759101919,1010.745,1994,4,1994-04
1994-04-23,30.0,23.299999999999997,33.78333333333333,0.0,5.988205759101919,1010.745,1994,4,1994-04
1994-04-24,32.1,24.7,33.766666666666666,0.0,5.988205759101919,1010.745,1994,4,1994-04
1994-04-25,31.25,24.233333333333334,33.75,0.0,5.988205759101919,1010.745,1994,4,1994-04
1994-04-26,30.400000000000002,23.766666666666666,33.733333333333334,0.0,5.988205759101919,1010.745,1994,4,1994-04
1994-04-27,29.55,23.299999999999997,33.71666666666667,0.0,5.988205759101919,1010.745,1994,4,1994-04
1994-04-28,28.7,22.833333333333332,33.7,0.0,5.988205759101919,1010.745,1994,4,1994-04
1994-04-29,27.85,22.366666666666667,33.68333333333333,0.0,5.988205759101919,1010.745,1994,4,1994-04
1994-04-30,27.0,21.9,33.07970537040904,1.0,5.988205759101919,1010.745,1994,4,1994-04
1994-05-01,27.75,21.95,33.141932229201515,0.0,7.040860215053763,1011.6268817204301,1994,5,1994-05
1994-05-02,28.5,22.0,33.141932229201515,1.0,7.040860215053763,1011.6268817204301,1994,5,1994-05
1994-05-03,28.65,22.4,33.141932229201515,0.0,7.040860215053763,1011.6268817204301,1994,5,1994-05
